"Presentation / Pack Level","VMP / VMPP/ AMP / AMPP","BNF Code","BNF Name","SNOMED Code","DM+D: Product Description","Strength","Unit Of Measure","DM+D: Product and Pack Description","Pack","Sub-pack"
"Pack","VMPP","0603020T0AABDBD","Prednisolone 25mg/5ml oral liquid","35097311000001102","Prednisolone 25mg/5ml oral solution",5,"ml","Prednisolone 25mg/5ml oral 30 mls",30,
"Presentation","AMP","0603020T0AABDBD","Prednisolone 25mg/5ml oral liquid","13058911000001102","Prednisolone 25mg/5ml oral solution (Special Order)",5,,,,
"Pack","AMPP","0603020T0AABDBD","Prednisolone 25mg/5ml oral liquid","13059011000001106","Prednisolone 25mg/5ml oral solution (Special Order)",5,"ml","Prednisolone 25mg/5ml oral (Special Order) 1 ml",1,
"Pack","AMPP","0603020T0AABDBD","Prednisolone 25mg/5ml oral liquid","35097511000001108","Prednisolone 25mg/5ml oral solution (Special Order)",5,"ml","Prednisolone 25mg/5ml oral (Special Order) 30 mls",30,
"Presentation","VMP","0603020T0AAAZAZ","Prednisolone 5mg/5ml oral liquid","432224007","Prednisolone 5mg/5ml oral suspension",1,,,,
"Pack","VMPP","0603020T0AAAZAZ","Prednisolone 5mg/5ml oral liquid","13120011000001108","Prednisolone 5mg/5ml oral suspension",1,"ml","Prednisolone 5mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020T0AAAZAZ","Prednisolone 5mg/5ml oral liquid","13120111000001109","Prednisolone 5mg/5ml oral suspension (Special Order)",1,,,,
"Pack","AMPP","0603020T0AAAZAZ","Prednisolone 5mg/5ml oral liquid","13120211000001103","Prednisolone 5mg/5ml oral suspension (Special Order)",1,"ml","Prednisolone 5mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","0603020T0AAAZAZ","Prednisolone 5mg/5ml oral liquid","13133111000001100","Prednisolone 5mg/5ml oral solution",1,,,,
"Pack","VMPP","0603020T0AAAZAZ","Prednisolone 5mg/5ml oral liquid","13120311000001106","Prednisolone 5mg/5ml oral solution",1,"ml","Prednisolone 5mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020T0AAAZAZ","Prednisolone 5mg/5ml oral liquid","13120411000001104","Prednisolone 5mg/5ml oral solution (Special Order)",1,,,,
"Pack","AMPP","0603020T0AAAZAZ","Prednisolone 5mg/5ml oral liquid","13120511000001100","Prednisolone 5mg/5ml oral solution (Special Order)",1,"ml","Prednisolone 5mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","0603020T0AABJBJ","Prednisolone 1.67mg/5ml oral liquid","14204411000001101","Prednisolone 1.67mg/5ml oral solution",334,,,,
"Pack","VMPP","0603020T0AABJBJ","Prednisolone 1.67mg/5ml oral liquid","14173011000001102","Prednisolone 1.67mg/5ml oral solution",334,"ml","Prednisolone 1.67mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020T0AABJBJ","Prednisolone 1.67mg/5ml oral liquid","14173111000001101","Prednisolone 1.67mg/5ml oral solution (Special Order)",334,,,,
"Pack","AMPP","0603020T0AABJBJ","Prednisolone 1.67mg/5ml oral liquid","14173211000001107","Prednisolone 1.67mg/5ml oral solution (Special Order)",334,"ml","Prednisolone 1.67mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","0603020T0AABJBJ","Prednisolone 1.67mg/5ml oral liquid","14204511000001102","Prednisolone 1.67mg/5ml oral suspension",334,,,,
"Pack","VMPP","0603020T0AABJBJ","Prednisolone 1.67mg/5ml oral liquid","14173411000001106","Prednisolone 1.67mg/5ml oral suspension",334,"ml","Prednisolone 1.67mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020T0AABJBJ","Prednisolone 1.67mg/5ml oral liquid","14173511000001105","Prednisolone 1.67mg/5ml oral suspension (Special Order)",334,,,,
"Pack","AMPP","0603020T0AABJBJ","Prednisolone 1.67mg/5ml oral liquid","14173611000001109","Prednisolone 1.67mg/5ml oral suspension (Special Order)",334,"ml","Prednisolone 1.67mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","1104010S0AAALAL","Prednisolone sodium phosphate 0.003% eye drops","16037011000001108","Prednisolone sodium phosphate 0.003% eye drops",30,,,,
"Pack","VMPP","1104010S0AAALAL","Prednisolone sodium phosphate 0.003% eye drops","16024111000001101","Prednisolone sodium phosphate 0.003% eye drops",30,"ml","Prednisolone sodium phosphate 0.003% eye 1 ml",1,
"Pack","VMPP","1104010S0AAALAL","Prednisolone sodium phosphate 0.003% eye drops","23451211000001106","Prednisolone sodium phosphate 0.003% eye drops",30,"ml","Prednisolone sodium phosphate 0.003% eye 10 mls",10,
"Presentation","AMP","1104010S0AAALAL","Prednisolone sodium phosphate 0.003% eye drops","16024411000001106","Prednisolone sodium phosphate 0.003% eye drops (Special Order)",30,,,,
"Pack","AMPP","1104010S0AAALAL","Prednisolone sodium phosphate 0.003% eye drops","16024811000001108","Prednisolone sodium phosphate 0.003% eye drops (Special Order)",30,"ml","Prednisolone sodium phosphate 0.003% eye (Special Order) 1 ml",1,
"Pack","AMPP","1104010S0AAALAL","Prednisolone sodium phosphate 0.003% eye drops","23451311000001103","Prednisolone sodium phosphate 0.003% eye drops (Special Order)",30,"ml","Prednisolone sodium phosphate 0.003% eye (Special Order) 10 mls",10,
"Presentation","VMP","0603020ACAAAAAA","Methylprednisolone aceponate 0.1% ointment","19525311000001106","Methylprednisolone aceponate 0.1% ointment",1,,,,
"Pack","VMPP","0603020ACAAAAAA","Methylprednisolone aceponate 0.1% ointment","19522211000001108","Methylprednisolone aceponate 0.1% ointment",1,"gram","Methylprednisolone aceponate 0.1% 15 grams",15,
"Presentation","VMP","0603020T0AAABAB","Prednisolone 2.5mg tablets","28808611000001100","Prednisolone 2.5mg tablets",2.5,,,,
"Pack","VMPP","0603020T0AAABAB","Prednisolone 2.5mg tablets","28798011000001107","Prednisolone 2.5mg tablets",2.5,"tablet","Prednisolone 2.5mg 30 tablets",30,
"Pack","VMPP","0603020T0AAABAB","Prednisolone 2.5mg tablets","32772811000001103","Prednisolone 2.5mg tablets",2.5,"tablet","Prednisolone 2.5mg 28 tablets",28,
"Presentation","AMP","0603020T0AAABAB","Prednisolone 2.5mg tablets","32772911000001108","Prednisolone 2.5mg tablets (Accord Healthcare Ltd)",2.5,,,,
"Pack","AMPP","0603020T0AAABAB","Prednisolone 2.5mg tablets","32773011000001100","Prednisolone 2.5mg tablets (Accord Healthcare Ltd)",2.5,"tablet","Prednisolone 2.5mg (Accord Healthcare Ltd) 28 tablets",28,"2 x 14 tablets"
"Presentation","AMP","0603020T0AAABAB","Prednisolone 2.5mg tablets","32776111000001109","Prednisolone 2.5mg tablets (A A H Pharmaceuticals Ltd)",2.5,,,,
"Pack","AMPP","0603020T0AAABAB","Prednisolone 2.5mg tablets","32776211000001103","Prednisolone 2.5mg tablets (A A H Pharmaceuticals Ltd)",2.5,"tablet","Prednisolone 2.5mg (A A H Pharmaceuticals Ltd) 28 tablets",28,"2 x 14 tablets"
"Presentation","AMP","0603020T0AAABAB","Prednisolone 2.5mg tablets","39172911000001107","Prednisolone 2.5mg tablets (Medihealth (Northern) Ltd)",2.5,,,,
"Pack","AMPP","0603020T0AAABAB","Prednisolone 2.5mg tablets","39173011000001104","Prednisolone 2.5mg tablets (Medihealth (Northern) Ltd)",2.5,"tablet","Prednisolone 2.5mg (Medihealth (Northern) Ltd) 28 tablets",28,
"Presentation","VMP","0603020T0AABKBK","Prednisolone 10mg tablets","28808411000001103","Prednisolone 10mg tablets",10,,,,
"Pack","VMPP","0603020T0AABKBK","Prednisolone 10mg tablets","28799211000001107","Prednisolone 10mg tablets",10,"tablet","Prednisolone 10mg 30 tablets",30,
"Pack","VMPP","0603020T0AABKBK","Prednisolone 10mg tablets","32772011000001109","Prednisolone 10mg tablets",10,"tablet","Prednisolone 10mg 28 tablets",28,
"Presentation","AMP","0603020T0AABKBK","Prednisolone 10mg tablets","32771211000001106","Prednisolone 10mg tablets (Accord Healthcare Ltd)",10,,,,
"Pack","AMPP","0603020T0AABKBK","Prednisolone 10mg tablets","32772511000001101","Prednisolone 10mg tablets (Accord Healthcare Ltd)",10,"tablet","Prednisolone 10mg (Accord Healthcare Ltd) 28 tablets",28,"2 x 14 tablets"
"Presentation","AMP","0603020T0AABKBK","Prednisolone 10mg tablets","32776311000001106","Prednisolone 10mg tablets (A A H Pharmaceuticals Ltd)",10,,,,
"Pack","AMPP","0603020T0AABKBK","Prednisolone 10mg tablets","32776411000001104","Prednisolone 10mg tablets (A A H Pharmaceuticals Ltd)",10,"tablet","Prednisolone 10mg (A A H Pharmaceuticals Ltd) 28 tablets",28,"2 x 14 tablets"
"Presentation","AMP","0603020T0AABKBK","Prednisolone 10mg tablets","39169811000001100","Prednisolone 10mg tablets (Medihealth (Northern) Ltd)",10,,,,
"Pack","AMPP","0603020T0AABKBK","Prednisolone 10mg tablets","39170211000001104","Prednisolone 10mg tablets (Medihealth (Northern) Ltd)",10,"tablet","Prednisolone 10mg (Medihealth (Northern) Ltd) 28 tablets",28,
"Presentation","VMP","0603020T0AAAXAX","Prednisolone 20mg tablets","28808711000001109","Prednisolone 20mg tablets",20,,,,
"Pack","VMPP","0603020T0AAAXAX","Prednisolone 20mg tablets","28799511000001105","Prednisolone 20mg tablets",20,"tablet","Prednisolone 20mg 30 tablets",30,
"Pack","VMPP","0603020T0AAAXAX","Prednisolone 20mg tablets","32773111000001104","Prednisolone 20mg tablets",20,"tablet","Prednisolone 20mg 28 tablets",28,
"Presentation","AMP","0603020T0AAAXAX","Prednisolone 20mg tablets","32773211000001105","Prednisolone 20mg tablets (Accord Healthcare Ltd)",20,,,,
"Pack","AMPP","0603020T0AAAXAX","Prednisolone 20mg tablets","32773311000001102","Prednisolone 20mg tablets (Accord Healthcare Ltd)",20,"tablet","Prednisolone 20mg (Accord Healthcare Ltd) 28 tablets",28,"2 x 14 tablets"
"Presentation","AMP","0603020T0AAAXAX","Prednisolone 20mg tablets","32776511000001100","Prednisolone 20mg tablets (A A H Pharmaceuticals Ltd)",20,,,,
"Pack","AMPP","0603020T0AAAXAX","Prednisolone 20mg tablets","32776611000001101","Prednisolone 20mg tablets (A A H Pharmaceuticals Ltd)",20,"tablet","Prednisolone 20mg (A A H Pharmaceuticals Ltd) 28 tablets",28,"2 x 14 tablets"
"Presentation","AMP","0603020T0AAAXAX","Prednisolone 20mg tablets","39888311000001108","Prednisolone 20mg tablets (Medihealth (Northern) Ltd)",20,,,,
"Pack","AMPP","0603020T0AAAXAX","Prednisolone 20mg tablets","39888411000001101","Prednisolone 20mg tablets (Medihealth (Northern) Ltd)",20,"tablet","Prednisolone 20mg (Medihealth (Northern) Ltd) 28 tablets",28,
"Presentation","VMP","0603020T0AABLBL","Prednisolone 5mg/5ml oral solution unit dose","29424511000001109","Prednisolone 5mg/5ml oral solution unit dose",1,,,,
"Pack","VMPP","0603020T0AABLBL","Prednisolone 5mg/5ml oral solution unit dose","29361011000001100","Prednisolone 5mg/5ml oral solution unit dose",1,"unit dose","Prednisolone 5mg/5ml oral solution unit 10 unit doses",10,
"Presentation","AMP","0603020T0AABLBL","Prednisolone 5mg/5ml oral solution unit dose","29361211000001105","Prednisolone 5mg/5ml oral solution unit dose (Logixx Pharma Solutions Ltd)",1,,,,
"Pack","AMPP","0603020T0AABLBL","Prednisolone 5mg/5ml oral solution unit dose","29361511000001108","Prednisolone 5mg/5ml oral solution unit dose (Logixx Pharma Solutions Ltd)",1,"unit dose","Prednisolone 5mg/5ml oral solution unit (Logixx Pharma Solutions Ltd) 10 unit doses",10,"2 x 5 unit dose"
"Presentation","AMP","0603020T0AABLBL","Prednisolone 5mg/5ml oral solution unit dose","29559211000001100","Prednisolone 5mg/5ml oral solution unit dose (A A H Pharmaceuticals Ltd)",1,,,,
"Pack","AMPP","0603020T0AABLBL","Prednisolone 5mg/5ml oral solution unit dose","29559411000001101","Prednisolone 5mg/5ml oral solution unit dose (A A H Pharmaceuticals Ltd)",1,"unit dose","Prednisolone 5mg/5ml oral solution unit (A A H Pharmaceuticals Ltd) 10 unit doses",10,"2 x 5 unit dose"
"Presentation","AMP","0603020T0AABLBL","Prednisolone 5mg/5ml oral solution unit dose","32688311000001106","Prednisolone 5mg/5ml oral solution unit dose (Alliance Healthcare (Distribution) Ltd)",1,,,,
"Pack","AMPP","0603020T0AABLBL","Prednisolone 5mg/5ml oral solution unit dose","32688411000001104","Prednisolone 5mg/5ml oral solution unit dose (Alliance Healthcare (Distribution) Ltd)",1,"unit dose","Prednisolone 5mg/5ml oral solution unit (Alliance Healthcare (Distribution) Ltd) 10 unit doses",10,"2 x 5 unit dose"
"Presentation","VMP","0603020T0AABMBM","Prednisolone 10mg/ml oral solution sugar free","29904211000001102","Prednisolone 10mg/ml oral solution sugar free",10,,,,
"Pack","VMPP","0603020T0AABMBM","Prednisolone 10mg/ml oral solution sugar free","29879011000001109","Prednisolone 10mg/ml oral solution sugar free",10,"ml","Prednisolone 10mg/ml oral solution sugar 30 mls",30,
"Presentation","AMP","0603020T0AABMBM","Prednisolone 10mg/ml oral solution sugar free","29879111000001105","Prednisolone 10mg/ml oral solution sugar free (Advanz Pharma)",10,,,,
"Pack","AMPP","0603020T0AABMBM","Prednisolone 10mg/ml oral solution sugar free","29879211000001104","Prednisolone 10mg/ml oral solution sugar free (Advanz Pharma)",10,"ml","Prednisolone 10mg/ml oral solution sugar (Advanz Pharma) 30 mls",30,
"Presentation","AMP","0603020T0AABMBM","Prednisolone 10mg/ml oral solution sugar free","30129111000001103","Prednisolone 10mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd)",10,,,,
"Pack","AMPP","0603020T0AABMBM","Prednisolone 10mg/ml oral solution sugar free","30129211000001109","Prednisolone 10mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd)",10,"ml","Prednisolone 10mg/ml oral solution sugar (A A H Pharmaceuticals Ltd) 30 mls",30,
"Presentation","AMP","0603020T0AABMBM","Prednisolone 10mg/ml oral solution sugar free","37778511000001101","Prednisolone 10mg/ml oral solution sugar free (DE Pharmaceuticals)",10,,,,
"Pack","AMPP","0603020T0AABMBM","Prednisolone 10mg/ml oral solution sugar free","37778611000001102","Prednisolone 10mg/ml oral solution sugar free (DE Pharmaceuticals)",10,"ml","Prednisolone 10mg/ml oral solution sugar (DE Pharmaceuticals) 30 mls",30,
"Presentation","AMP","0603020T0AABMBM","Prednisolone 10mg/ml oral solution sugar free","37941611000001100","Prednisolone 10mg/ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)",10,,,,
"Pack","AMPP","0603020T0AABMBM","Prednisolone 10mg/ml oral solution sugar free","37941711000001109","Prednisolone 10mg/ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)",10,"ml","Prednisolone 10mg/ml oral solution sugar (Alliance Healthcare (Distribution) Ltd) 30 mls",30,
"Presentation","AMP","0603020T0AABMBM","Prednisolone 10mg/ml oral solution sugar free","39174011000001102","Prednisolone 10mg/ml oral solution sugar free (Medihealth (Northern) Ltd)",10,,,,
"Pack","AMPP","0603020T0AABMBM","Prednisolone 10mg/ml oral solution sugar free","39174111000001101","Prednisolone 10mg/ml oral solution sugar free (Medihealth (Northern) Ltd)",10,"ml","Prednisolone 10mg/ml oral solution sugar (Medihealth (Northern) Ltd) 30 mls",30,
"Presentation","VMP","0603020T0AAATAT","Prednisolone 1mg gastro-resistant tablets","32611811000001105","Prednisolone 1mg gastro-resistant tablets",1,,,,
"Pack","VMPP","0603020T0AAATAT","Prednisolone 1mg gastro-resistant tablets","32584411000001104","Prednisolone 1mg gastro-resistant tablets",1,"tablet","Prednisolone 1mg gastro-resistant 30 tablets",30,
"Presentation","AMP","0603020T0AAATAT","Prednisolone 1mg gastro-resistant tablets","32584711000001105","Prednisolone 1mg gastro-resistant tablets (Phoenix Labs Ltd)",1,,,,
"Pack","AMPP","0603020T0AAATAT","Prednisolone 1mg gastro-resistant tablets","32585011000001107","Prednisolone 1mg gastro-resistant tablets (Phoenix Labs Ltd)",1,"tablet","Prednisolone 1mg gastro-resistant (Phoenix Labs Ltd) 30 tablets",30,"2 x 15 tablets"
"Presentation","AMP","0603020T0AAATAT","Prednisolone 1mg gastro-resistant tablets","33425811000001105","Prednisolone 1mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)",1,,,,
"Pack","AMPP","0603020T0AAATAT","Prednisolone 1mg gastro-resistant tablets","33425911000001100","Prednisolone 1mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)",1,"tablet","Prednisolone 1mg gastro-resistant (A A H Pharmaceuticals Ltd) 30 tablets",30,
"Presentation","AMP","0603020T0AAATAT","Prednisolone 1mg gastro-resistant tablets","33428411000001103","Prednisolone 1mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)",1,,,,
"Pack","AMPP","0603020T0AAATAT","Prednisolone 1mg gastro-resistant tablets","33428511000001104","Prednisolone 1mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)",1,"tablet","Prednisolone 1mg gastro-resistant (Alliance Healthcare (Distribution) Ltd) 30 tablets",30,"2 x 15 tablets"
"Presentation","AMP","0603020T0AAATAT","Prednisolone 1mg gastro-resistant tablets","37130011000001104","Prednisolone 1mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd)",1,,,,
"Pack","AMPP","0603020T0AAATAT","Prednisolone 1mg gastro-resistant tablets","37130111000001103","Prednisolone 1mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd)",1,"tablet","Prednisolone 1mg gastro-resistant (Mawdsley-Brooks & Company Ltd) 30 tablets",30,
"Presentation","AMP","0603020T0AAATAT","Prednisolone 1mg gastro-resistant tablets","37778311000001107","Prednisolone 1mg gastro-resistant tablets (DE Pharmaceuticals)",1,,,,
"Pack","AMPP","0603020T0AAATAT","Prednisolone 1mg gastro-resistant tablets","37778411000001100","Prednisolone 1mg gastro-resistant tablets (DE Pharmaceuticals)",1,"tablet","Prednisolone 1mg gastro-resistant (DE Pharmaceuticals) 30 tablets",30,
"Presentation","VMP","0603020T0AABNBN","Prednisolone 30mg tablets","32781411000001102","Prednisolone 30mg tablets",30,,,,
"Pack","VMPP","0603020T0AABNBN","Prednisolone 30mg tablets","32774311000001100","Prednisolone 30mg tablets",30,"tablet","Prednisolone 30mg 28 tablets",28,
"Presentation","AMP","0603020T0AABNBN","Prednisolone 30mg tablets","32774411000001107","Prednisolone 30mg tablets (Accord Healthcare Ltd)",30,,,,
"Pack","AMPP","0603020T0AABNBN","Prednisolone 30mg tablets","32774511000001106","Prednisolone 30mg tablets (Accord Healthcare Ltd)",30,"tablet","Prednisolone 30mg (Accord Healthcare Ltd) 28 tablets",28,"2 x 14 tablets"
"Presentation","AMP","0603020T0AABNBN","Prednisolone 30mg tablets","32776711000001105","Prednisolone 30mg tablets (A A H Pharmaceuticals Ltd)",30,,,,
"Pack","AMPP","0603020T0AABNBN","Prednisolone 30mg tablets","32776811000001102","Prednisolone 30mg tablets (A A H Pharmaceuticals Ltd)",30,"tablet","Prednisolone 30mg (A A H Pharmaceuticals Ltd) 28 tablets",28,"2 x 14 tablets"
"Presentation","AMP","0603020T0AABNBN","Prednisolone 30mg tablets","39173511000001107","Prednisolone 30mg tablets (Medihealth (Northern) Ltd)",30,,,,
"Pack","AMPP","0603020T0AABNBN","Prednisolone 30mg tablets","39173611000001106","Prednisolone 30mg tablets (Medihealth (Northern) Ltd)",30,"tablet","Prednisolone 30mg (Medihealth (Northern) Ltd) 28 tablets",28,
